scenario,weather,policy,group_dimension,group_value,agents_with_legs,legs,primary_walking,primary_bus,primary_metro,primary_ride_hailing,final_walking,final_bus,final_metro,final_ride_hailing,final_walking_share,final_bus_share,final_metro_share,final_ride_hailing_share,ride_requests,ride_successes,ride_failures,ride_success_rate,mean_successful_ride_pickup_wait_minutes,mean_ride_queue_wait_minutes,fallback_attempts,fallback_successes,transport_unmet_legs,mean_total_travel_time,mean_cumulative_wait_minutes,total_outdoor_exposure_minutes,total_rain_exposure_minutes,total_heat_risk_burden_threshold_26,planned_activities,completed_activities,activity_completion_rate,planned_necessary_activities,completed_necessary_activities,necessary_activity_completion_rate,transport_unmet_activities,activity_metric_coverage
E15,W2,D1,elder_access_group,60+_nondigital_unassisted,11,24,1,19,4,0,1,19,4,0,0.041666666666666664,0.7916666666666666,0.16666666666666666,0.0,0,0,0,,,,0,0,0,66.849,8.645875,518.653,180.144,0.0,14,13,0.9285714285714286,2,2,1.0,0,complete_for_elders;under60_travel_profile_known
E16,W0,D3,all,all,1781,3914,42,1788,1680,404,42,1788,1680,404,0.010730710270822688,0.456821665815023,0.4292284108329075,0.1032192130812468,404,404,0,1.0,9.394304455445544,0.0,0,0,0,59.205979816044966,7.254674757281553,70886.974,0.0,0.0,2133,2130,0.9985935302390999,1454,1452,0.9986244841815681,0,complete
E16,W0,D3,age_group,18-39,788,1808,40,652,834,282,40,652,834,282,0.022123893805309734,0.3606194690265487,0.461283185840708,0.15597345132743362,282,282,0,1.0,9.84863475177305,0.0,0,0,0,57.69733517699115,7.274774336283185,32323.603000000003,0.0,0.0,1020,1018,0.9980392156862745,729,728,0.9986282578875172,0,complete
E16,W0,D3,age_group,40-59,644,1341,1,646,652,42,1,646,652,42,0.0007457121551081282,0.4817300521998509,0.4862043251304996,0.03131991051454139,42,42,0,1.0,9.305619047619045,0.0,0,0,0,64.17250559284118,7.135774794929158,25207.393,0.0,0.0,697,696,0.9985652797704447,612,611,0.9983660130718954,0,complete
E16,W0,D3,age_group,60+,349,765,1,490,194,80,1,490,194,80,0.00130718954248366,0.6405228758169934,0.25359477124183005,0.10457516339869281,80,80,0,1.0,7.8393500000000005,0.0,0,0,0,54.06548104575163,7.415596078431372,13355.978,0.0,0.0,416,416,1.0,113,113,1.0,0,complete
E16,W0,D3,digital_group,digital,1781,3914,42,1788,1680,404,42,1788,1680,404,0.010730710270822688,0.456821665815023,0.4292284108329075,0.1032192130812468,404,404,0,1.0,9.394304455445544,0.0,0,0,0,59.205979816044966,7.254674757281553,70886.974,0.0,0.0,2133,2130,0.9985935302390999,1454,1452,0.9986244841815681,0,travel_profile_known_plus_elder_roster
E16,W0,D3,elder_status,under_60,1432,3149,41,1298,1486,324,41,1298,1486,324,0.01302000635122261,0.41219434741187677,0.4718958399491902,0.10288980628771038,324,324,0,1.0,9.778243827160493,0.0,0,0,0,60.454783105747865,7.215581454429978,57530.996,0.0,0.0,1717,1714,0.9982527664531159,1341,1339,0.9985085756897838,0,complete_for_elders;under60_travel_profile_known
E16,W0,D3,elder_status,60+,349,765,1,490,194,80,1,490,194,80,0.00130718954248366,0.6405228758169934,0.25359477124183005,0.10457516339869281,80,80,0,1.0,7.8393500000000005,0.0,0,0,0,54.06548104575163,7.415596078431372,13355.978,0.0,0.0,416,416,1.0,113,113,1.0,0,complete_for_elders;under60_travel_profile_known
E16,W0,D3,elder_access_group,60+_digital,349,765,1,490,194,80,1,490,194,80,0.00130718954248366,0.6405228758169934,0.25359477124183005,0.10457516339869281,80,80,0,1.0,7.8393500000000005,0.0,0,0,0,54.06548104575163,7.415596078431372,13355.978,0.0,0.0,416,416,1.0,113,113,1.0,0,complete_for_elders;under60_travel_profile_known
E17,W1,D3,all,all,1752,3839,37,1600,1684,518,37,1600,1684,518,0.00963792654337067,0.4167752018754884,0.43865589997395155,0.13493097160718937,518,518,0,1.0,9.063857142857142,0.0,0,0,0,58.47084162542328,7.227978640270904,68193.895,0.0,541381.2789779999,2133,2083,0.976558837318331,1454,1452,0.9986244841815681,0,complete
E17,W1,D3,age_group,18-39,782,1789,36,603,829,321,36,603,829,321,0.020122973728339856,0.3370598099496926,0.46338736724427054,0.17942984907769705,321,321,0,1.0,9.530420560747665,0.0,0,0,0,57.23033482392399,7.309600335382895,31597.583000000002,0.0,195319.407504,1020,1005,0.9852941176470589,729,728,0.9986282578875172,0,complete
E17,W1,D3,age_group,40-59,641,1333,1,594,655,83,1,594,655,83,0.0007501875468867217,0.44561140285071266,0.4913728432108027,0.0622655663915979,83,83,0,1.0,9.04809638554217,0.0,0,0,0,63.22129557389347,7.106405101275318,24610.96,0.0,177923.029181,697,691,0.9913916786226685,612,611,0.9983660130718954,0,complete
E17,W1,D3,age_group,60+,329,717,0,403,200,114,0,403,200,114,0.0,0.5620641562064156,0.2789400278940028,0.1589958158995816,114,114,0,1.0,7.761587719298245,0.0,0,0,0,52.734316596931656,7.250344490934448,11985.351999999999,0.0,168138.842293,416,387,0.9302884615384616,113,113,1.0,0,complete
E17,W1,D3,digital_group,digital,1752,3839,37,1600,1684,518,37,1600,1684,518,0.00963792654337067,0.4167752018754884,0.43865589997395155,0.13493097160718937,518,518,0,1.0,9.063857142857142,0.0,0,0,0,58.47084162542328,7.227978640270904,68193.895,0.0,541381.2789779999,2123,2083,0.9811587376354216,1454,1452,0.9986244841815681,0,travel_profile_known_plus_elder_roster
E17,W1,D3,elder_status,under_60,1423,3122,37,1197,1484,404,37,1197,1484,404,0.01185137732222934,0.3834080717488789,0.47533632286995514,0.1294042280589366,404,404,0,1.0,9.431329207920792,0.0,0,0,0,59.78829468289558,7.22284208840487,56208.543000000005,0.0,373242.436685,1707,1696,0.9935559461042766,1341,1339,0.9985085756897838,0,complete_for_elders;under60_travel_profile_known
E17,W1,D3,elder_status,60+,329,717,0,403,200,114,0,403,200,114,0.0,0.5620641562064156,0.2789400278940028,0.1589958158995816,114,114,0,1.0,7.761587719298245,0.0,0,0,0,52.734316596931656,7.250344490934448,11985.351999999999,0.0,168138.842293,416,387,0.9302884615384616,113,113,1.0,0,complete_for_elders;under60_travel_profile_known
E17,W1,D3,elder_access_group,60+_digital,329,717,0,403,200,114,0,403,200,114,0.0,0.5620641562064156,0.2789400278940028,0.1589958158995816,114,114,0,1.0,7.761587719298245,0.0,0,0,0,52.734316596931656,7.250344490934448,11985.351999999999,0.0,168138.842293,416,387,0.9302884615384616,113,113,1.0,0,complete_for_elders;under60_travel_profile_known
E18,W2,D3,all,all,1699,3687,22,879,1790,996,22,892,1791,982,0.005966910767561703,0.24193110930295633,0.48576078112286414,0.26634119880661783,996,982,14,0.9859437751004017,10.49023793957909,0.35904182396251655,14,14,0,59.81448413344183,8.607808787632221,70392.879,46483.315479,0.0,2133,2038,0.9554617909048289,1454,1443,0.9924346629986245,0,complete
E18,W2,D3,age_group,18-39,763,1717,22,139,895,661,22,145,895,655,0.0128130460104834,0.0844496214327315,0.5212580081537566,0.38147932440302856,661,655,6,0.9909228441754917,10.9248122956743,0.2975855577407965,6,6,0,56.83442865463017,9.13726907396622,32094.336000000003,22488.077145,0.0,1020,978,0.9588235294117647,729,725,0.9945130315500685,0,complete
E18,W2,D3,age_group,40-59,607,1255,0,324,685,246,0,325,686,244,0.0,0.2589641434262948,0.546613545816733,0.1944223107569721,246,244,2,0.991869918699187,10.128102459016391,0.16260162601626016,2,2,0,65.88799442231075,8.282622310756972,25052.550000000003,19170.636456,0.0,697,673,0.9655667144906743,612,605,0.988562091503268,0,complete
E18,W2,D3,age_group,60+,329,715,0,416,210,89,0,422,210,83,0.0,0.5902097902097903,0.2937062937062937,0.11608391608391608,89,83,6,0.9325842696629213,8.125356662650601,1.3584449775280902,6,6,0,56.31028811188811,7.907145454545454,13245.992999999999,4824.6018779999995,0.0,416,387,0.9302884615384616,113,113,1.0,0,complete
E18,W2,D3,digital_group,digital,1699,3687,22,879,1790,996,22,892,1791,982,0.005966910767561703,0.24193110930295633,0.48576078112286414,0.26634119880661783,996,982,14,0.9859437751004017,10.49023793957909,0.35904182396251655,14,14,0,59.81448413344183,8.607808787632221,70392.879,46483.315479,0.0,2071,1982,0.95702559150169,1398,1387,0.9921316165951359,0,travel_profile_known_plus_elder_roster
E18,W2,D3,elder_status,under_60,1370,2972,22,463,1580,907,22,470,1581,899,0.007402422611036339,0.15814266487213996,0.5319650067294751,0.3024899057873486,907,899,8,0.9911797133406836,10.708575143121987,0.26097470084527724,8,8,0,60.657519179004034,8.7763734858681,57146.886,41658.713600999996,0.0,1655,1595,0.9637462235649547,1285,1274,0.9914396887159533,0,complete_for_elders;under60_travel_profile_known
E18,W2,D3,elder_status,60+,329,715,0,416,210,89,0,422,210,83,0.0,0.5902097902097903,0.2937062937062937,0.11608391608391608,89,83,6,0.9325842696629213,8.125356662650601,1.3584449775280902,6,6,0,56.31028811188811,7.907145454545454,13245.992999999999,4824.6018779999995,0.0,416,387,0.9302884615384616,113,113,1.0,0,complete_for_elders;under60_travel_profile_known
E18,W2,D3,elder_access_group,60+_digital,329,715,0,416,210,89,0,422,210,83,0.0,0.5902097902097903,0.2937062937062937,0.11608391608391608,89,83,6,0.9325842696629213,8.125356662650601,1.3584449775280902,6,6,0,56.31028811188811,7.907145454545454,13245.992999999999,4824.6018779999995,0.0,416,387,0.9302884615384616,113,113,1.0,0,complete_for_elders;under60_travel_profile_known
E19,W2,P4,all,all,1699,3687,21,908,1756,1001,21,922,1758,985,0.005695687550854353,0.2500678058041768,0.47681041497152155,0.2671548684567399,1001,985,16,0.984015984015984,10.559764494754655,0.4136084189144188,17,16,1,59.925950895279435,8.61457417954977,70155.728,46285.605079,0.0,2133,2037,0.9549929676511955,1454,1444,0.9931224209078404,1,complete
E19,W2,P4,age_group,18-39,763,1717,20,134,894,669,20,141,894,662,0.011648223645894,0.08211997670355271,0.5206755969714618,0.38555620267909146,669,662,7,0.9895366218236173,10.871605038267877,0.29865849825610336,7,7,0,56.829319161327895,9.167223645894001,32035.576,22450.029145,0.0,1020,977,0.957843137254902,729,725,0.9945130315500685,0,complete
E19,W2,P4,age_group,40-59,607,1255,0,320,687,248,0,322,688,245,0.0,0.25657370517928285,0.5482071713147411,0.1952191235059761,248,245,3,0.9879032258064516,10.258963265306122,0.24193548387096775,3,3,0,65.71505577689243,8.319921912350598,25080.195,19141.117456,0.0,697,674,0.9670014347202296,612,606,0.9901960784313726,0,complete
E19,W2,P4,age_group,60+,329,715,1,454,175,84,1,459,176,78,0.0013986013986013986,0.641958041958042,0.24615384615384617,0.10909090909090909,84,78,6,0.9285714285714286,8.857942205128206,1.8359463333333341,7,6,1,57.197085434173665,7.804629370629371,13039.956999999999,4694.4584780000005,0.0,416,386,0.9278846153846154,113,113,1.0,1,complete
E19,W2,P4,digital_group,digital,1535,3332,20,648,1688,976,20,660,1689,963,0.006002400960384154,0.19807923169267708,0.5069027611044418,0.289015606242497,976,963,13,0.9866803278688525,10.596121563516787,0.3475605181010928,13,13,0,60.042147959183666,8.706289615846337,63619.542,44018.366479000004,0.0,1865,1790,0.9597855227882037,1338,1328,0.992526158445441,0,travel_profile_known_plus_elder_roster
E19,W2,P4,digital_group,non_digital,164,355,1,260,68,25,1,262,69,22,0.0028169014084507044,0.7380281690140845,0.19436619718309858,0.061971830985915494,25,22,3,0.88,8.968316439393938,2.992118466666666,4,3,1,58.83225423728814,7.753740845070422,6536.186,2267.2386,0.0,206,191,0.9271844660194175,60,60,1.0,1,travel_profile_known_plus_elder_roster
E19,W2,P4,elder_status,under_60,1370,2972,20,454,1581,917,20,463,1582,907,0.006729475100942127,0.15578734858681023,0.5323014804845222,0.3051816958277254,917,907,10,0.9890948745910578,10.706117459022417,0.28331792293711355,10,10,0,60.5815397039031,8.809429676985195,57115.77099999999,41591.146601,0.0,1655,1595,0.9637462235649547,1285,1275,0.9922178988326849,0,complete_for_elders;under60_travel_profile_known
E19,W2,P4,elder_status,60+,329,715,1,454,175,84,1,459,176,78,0.0013986013986013986,0.641958041958042,0.24615384615384617,0.10909090909090909,84,78,6,0.9285714285714286,8.857942205128206,1.8359463333333341,7,6,1,57.197085434173665,7.804629370629371,13039.956999999999,4694.4584780000005,0.0,416,386,0.9278846153846154,113,113,1.0,1,complete_for_elders;under60_travel_profile_known
E19,W2,P4,elder_access_group,60+_digital,165,360,0,194,107,59,0,197,107,56,0.0,0.5472222222222223,0.2972222222222222,0.15555555555555556,59,56,3,0.9491525423728814,8.814580898809526,1.3460428870056511,3,3,0,55.58916944444445,7.854811111111111,6503.771000000001,2427.219878,0.0,210,195,0.9285714285714286,53,53,1.0,0,complete_for_elders;under60_travel_profile_known
E19,W2,P4,elder_access_group,60+_nondigital_assisted,118,254,0,178,51,25,0,180,52,22,0.0,0.7086614173228346,0.2047244094488189,0.08661417322834646,25,22,3,0.88,8.968316439393938,2.992118466666666,3,3,0,57.627933070866135,7.873909448818898,4694.2970000000005,1661.8654000000001,0.0,149,137,0.9194630872483222,45,45,1.0,0,complete_for_elders;under60_travel_profile_known
E19,W2,P4,elder_access_group,60+_nondigital_unassisted,46,101,1,82,17,0,1,82,17,0,0.009900990099009901,0.8118811881188119,0.16831683168316833,0.0,0,0,0,,,,1,0,1,61.89123000000001,7.451534653465346,1841.8890000000001,605.3732,0.0,57,54,0.9473684210526315,15,15,1.0,1,complete_for_elders;under60_travel_profile_known
