decision_id,agent_id,age_group,digital_access,family_assistance,medical_need_level,participant_count,initial_endowment,contribution_tokens,cooperation_fraction,llm_reason,api_decision_succeeded,api_response_source,api_attempt_count,api_input_tokens,api_output_tokens,api_elapsed_ms,response_sha256
coupon-round1:148,148,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can afford to contribute moderately to build cooperation.",True,live_api,1,253,32,1054.207,6639a717bfd9c37994c9f23859941835d55a7d3da5268f704d314f64a4ccea7e
coupon-round1:150,150,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I'll contribute moderately to balance cooperation and personal gain.",True,live_api,1,253,33,836.011,e2a9a1fa41f362c42e64334f1416eb8c46e128ad01a4f23bef34767d5d2dd206
coupon-round1:151,151,18-39,True,,,622,20,11,0.55,"I'm moderately cooperative and digital access helps me track group benefits, so I contribute slightly above the base propensity.",True,live_api,1,253,36,980.273,aff790c45ed41b497dac94d098515fcf1f222f8927f5b5e5c26af28522d1d348
coupon-round1:152,152,18-39,True,,,622,20,11,0.55,"I'm moderately cooperative with digital access, aiming for decent public good while keeping some tokens for myself.",True,live_api,1,253,34,995.651,ec9a4f9b8b95c31d24b967ec6071ebed207d9ba689826e87f1c202af6e63ec9c
coupon-round1:154,154,18-39,True,,,622,20,11,0.55,"I'm moderately cooperative with digital access, aiming to balance personal gain and group benefit.",True,live_api,1,253,31,861.812,bf990224b39ab2950231289d7bf836effde8661206a1165325467e33c0184e3f
coupon-round1:155,155,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I'll contribute moderately to build cooperation without overcommitting.",True,live_api,1,253,34,1156.076,d8360813618953df3f762bdf1c51bd154cd62a73fe9d1cdc27796a24d58d3f4d
coupon-round1:156,156,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can afford to contribute moderately to build trust for later rounds.",True,live_api,1,253,35,973.339,5f31519e61fdea93f6bd98d10745c5498e9a2222b28875412e9b7115881c7ad6
coupon-round1:157,157,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I'll contribute moderately to balance cooperation and personal gain.",True,live_api,1,253,33,912.688,e2a9a1fa41f362c42e64334f1416eb8c46e128ad01a4f23bef34767d5d2dd206
coupon-round1:158,158,18-39,True,,,622,20,11,0.55,"I contribute half my endowment to balance personal gain and group benefit, as I have digital access and am in a cooperative age group.",True,live_api,1,253,40,1321.361,661b3df05d5e950aa1eaaeeb5cefcbf4d66d86b01534ca26fbfe23f31ce704a5
coupon-round1:159,159,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can afford to contribute moderately to build cooperation for future rounds.",True,live_api,1,253,35,1161.681,7f684772c34e0034e39d61ea8175ac3d2a93f3a8597a18263e139fce2435379d
coupon-round1:160,160,18-39,True,,,622,20,11,0.55,"I contribute half my endowment to balance personal gain and group benefit, given the multiplier and my digital access.",True,live_api,1,253,35,1041.801,bb835d4f00249b5db929de4018f4fc079e1c53efa7a589e3b2ec9c8cc495202d
coupon-round1:161,161,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I'll contribute moderately to balance cooperation and personal gain.",True,live_api,1,253,33,1114.396,e2a9a1fa41f362c42e64334f1416eb8c46e128ad01a4f23bef34767d5d2dd206
coupon-round1:162,162,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I'll contribute moderately to balance cooperation and personal gain.",True,live_api,1,253,33,1097.008,e2a9a1fa41f362c42e64334f1416eb8c46e128ad01a4f23bef34767d5d2dd206
coupon-round1:163,163,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can contribute moderately to build cooperation, but I'll keep some tokens for myself since the multiplier doesn't create real coupons.",True,live_api,1,253,47,1094.028,64f354a1b3f7a40fa69b9188bcf7c54d4b3e3ebb521d45daedce5ff78b82c5ee
coupon-round1:164,164,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I'll contribute moderately to build cooperation without overcommitting.",True,live_api,1,253,34,710.24,d8360813618953df3f762bdf1c51bd154cd62a73fe9d1cdc27796a24d58d3f4d
coupon-round1:165,165,18-39,True,,,622,20,12,0.6,"I'm young and digitally connected, so I can afford to contribute moderately to build cooperation.",True,live_api,1,253,32,922.054,9bf4f8a9946bec796c7b91109e967d357f941a7f49d1d14327da59a9e8033612
coupon-round1:166,166,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can afford to contribute moderately to build cooperation.",True,live_api,1,253,32,1014.3,6639a717bfd9c37994c9f23859941835d55a7d3da5268f704d314f64a4ccea7e
coupon-round1:167,167,18-39,True,,,622,20,11,0.55,I'm moderately cooperative and digital access helps me track the group signal for later rounds.,True,live_api,1,253,31,1035.121,7849b30dd3cd162df7e312153f8e21491e9893267de4b6c29051f836bc400553
coupon-round1:168,168,18-39,True,,,622,20,11,0.55,"I'm moderately cooperative and have digital access, so I'll contribute half my endowment to balance personal gain and group benefit.",True,live_api,1,253,38,1074.029,6df80dc28b3c31c04901ba433c9e1c3f747ea40fa632282ac6d5202505e8277b
coupon-round1:169,169,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I'll contribute moderately to balance cooperation and personal gain.",True,live_api,1,253,33,846.514,e2a9a1fa41f362c42e64334f1416eb8c46e128ad01a4f23bef34767d5d2dd206
coupon-round1:170,170,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can afford to contribute moderately to build trust for later rounds.",True,live_api,1,253,35,929.626,5f31519e61fdea93f6bd98d10745c5498e9a2222b28875412e9b7115881c7ad6
coupon-round1:171,171,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can contribute moderately to boost cooperation and coupon priority.",True,live_api,1,253,33,850.378,977c8dd729b791ac8d5e2b9a58be551fc2ae0aa1af56ccddb21c55543341813e
coupon-round1:172,172,18-39,True,,,622,20,11,0.55,"I'm moderately cooperative and have digital access, so I'll contribute a bit above the base propensity to support the public pool.",True,live_api,1,253,39,1063.156,d2100d2c1815d03e1f9e06717855de6a4d70d2b905cc0a3a3976c636e4d49f9c
coupon-round1:173,173,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I'll contribute a moderate amount to balance cooperation and personal gain.",True,live_api,1,253,35,1177.328,7ecb39166b5fb6a03e89da5bd2cd3c2d3876e646e64a39d306cf5e1ad24ecd1c
coupon-round1:174,174,18-39,True,,,622,20,11,0.55,"I have digital access and am in a younger age group, so I can contribute moderately to support the public pool while still having tokens for potential future rounds.",True,live_api,1,253,45,1215.239,e2b69e97a7e9051aef0515d70a3050330a41a6a727c13cdd6cd628ab043332e5
coupon-round1:176,176,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can afford to contribute moderately to build cooperation.",True,live_api,1,253,32,1010.784,6639a717bfd9c37994c9f23859941835d55a7d3da5268f704d314f64a4ccea7e
coupon-round1:178,178,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can afford to contribute moderately to build cooperation.",True,live_api,1,253,32,1352.838,6639a717bfd9c37994c9f23859941835d55a7d3da5268f704d314f64a4ccea7e
coupon-round1:179,179,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can afford to contribute moderately to build cooperation.",True,live_api,1,253,32,834.161,6639a717bfd9c37994c9f23859941835d55a7d3da5268f704d314f64a4ccea7e
coupon-round1:181,181,18-39,True,,,622,20,11,0.55,"I'm a young digital user with moderate cooperation propensity, so I'll contribute half my endowment to balance personal gain and group benefit.",True,live_api,1,253,40,991.278,dfdbb6e5f664fa1ecb1cc987e182dfbdea10f18adb7d3106d567c2e77193c096
coupon-round1:182,182,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can afford to contribute moderately to build cooperation.",True,live_api,1,253,32,991.359,6639a717bfd9c37994c9f23859941835d55a7d3da5268f704d314f64a4ccea7e
coupon-round1:183,183,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I'll contribute moderately to balance cooperation and personal gain.",True,live_api,1,253,33,1018.343,e2a9a1fa41f362c42e64334f1416eb8c46e128ad01a4f23bef34767d5d2dd206
coupon-round1:184,184,18-39,True,,,622,20,11,0.55,I'm moderately cooperative and digital access helps me track the group signal for later rounds.,True,live_api,1,253,31,1209.557,7849b30dd3cd162df7e312153f8e21491e9893267de4b6c29051f836bc400553
coupon-round1:185,185,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I'll contribute moderately to balance cooperation and personal gain.",True,live_api,1,253,33,1096.806,e2a9a1fa41f362c42e64334f1416eb8c46e128ad01a4f23bef34767d5d2dd206
coupon-round1:186,186,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I'll contribute moderately to balance cooperation and personal gain.",True,live_api,1,253,33,908.525,e2a9a1fa41f362c42e64334f1416eb8c46e128ad01a4f23bef34767d5d2dd206
coupon-round1:187,187,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can contribute moderately to build cooperation for future rounds.",True,live_api,1,253,33,1011.203,8162b0a993b898a2c1031dd1d4b1f873db63447487d64f61e6f6ede31782e073
coupon-round1:188,188,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I'll contribute moderately to build cooperation without overcommitting.",True,live_api,1,253,34,804.876,d8360813618953df3f762bdf1c51bd154cd62a73fe9d1cdc27796a24d58d3f4d
coupon-round1:189,189,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can contribute moderately to build cooperation, knowing the multiplier helps but doesn't create coupons.",True,live_api,1,253,40,924.017,d4590245655b977c38b1b3a55a577df792575eb7fbd18b9264ecbc5c4fef2176
coupon-round1:190,190,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can afford to contribute moderately to build cooperation.",True,live_api,1,253,32,1215.561,6639a717bfd9c37994c9f23859941835d55a7d3da5268f704d314f64a4ccea7e
coupon-round1:191,191,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can contribute moderately to boost cooperation and coupon priority.",True,live_api,1,253,33,967.166,977c8dd729b791ac8d5e2b9a58be551fc2ae0aa1af56ccddb21c55543341813e
coupon-round1:192,192,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can afford to contribute moderately to build cooperation.",True,live_api,1,253,32,1030.565,6639a717bfd9c37994c9f23859941835d55a7d3da5268f704d314f64a4ccea7e
coupon-round1:194,194,18-39,True,,,622,20,12,0.6,"I'm young and digitally connected, so I can afford to contribute moderately to build cooperation.",True,live_api,1,253,32,979.048,9bf4f8a9946bec796c7b91109e967d357f941a7f49d1d14327da59a9e8033612
coupon-round1:195,195,18-39,True,,,622,20,12,0.6,"I'm young and digitally connected, so I can afford to contribute moderately to build trust for future rounds.",True,live_api,1,253,35,1029.755,e61aa2fb8e4da4450948305b6edec3d53f1b00c2f02be2e88e2514543a70d84a
coupon-round1:196,196,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I'll contribute moderately to balance personal gain and group benefit.",True,live_api,1,253,34,837.599,9b348f55c2b9ea7b2695aac025a9dcc04e41fb54bdbebe3cfdf0ac22a70839cf
coupon-round1:197,197,18-39,True,,,622,20,11,0.55,"I'm moderately cooperative with digital access, aiming to balance personal gain and group benefit.",True,live_api,1,253,31,1109.335,bf990224b39ab2950231289d7bf836effde8661206a1165325467e33c0184e3f
coupon-round1:198,198,18-39,True,,,622,20,12,0.6,"I have digital access and a moderate cooperation propensity, so I'll contribute a bit more than half to support the public good.",True,live_api,1,253,39,1034.929,dd49b644c69a203218c8391df6063cb7b6c887268ca0c0f579287aac81ed767e
coupon-round1:199,199,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can afford to contribute moderately to build cooperation.",True,live_api,1,253,32,779.158,6639a717bfd9c37994c9f23859941835d55a7d3da5268f704d314f64a4ccea7e
coupon-round1:200,200,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can afford to contribute moderately to build cooperation.",True,live_api,1,253,32,949.943,6639a717bfd9c37994c9f23859941835d55a7d3da5268f704d314f64a4ccea7e
coupon-round1:201,201,18-39,True,,,622,20,11,0.55,"I'm moderately cooperative with digital access, aiming for decent public good while keeping some tokens for myself.",True,live_api,1,253,34,1152.593,ec9a4f9b8b95c31d24b967ec6071ebed207d9ba689826e87f1c202af6e63ec9c
coupon-round1:202,202,18-39,True,,,622,20,11,0.55,"I'm moderately cooperative and have digital access, so I'll contribute half my endowment to balance personal gain and group benefit.",True,live_api,1,253,38,972.11,6df80dc28b3c31c04901ba433c9e1c3f747ea40fa632282ac6d5202505e8277b
coupon-round1:203,203,18-39,True,,,622,20,11,0.55,"I have digital access and a moderate cooperation propensity, so I'll contribute half my endowment to balance personal gain and group benefit.",True,live_api,1,253,39,861.026,42737fdfb6c3ba6d0e495339c20394e3bf9b8c7c1f5006d1abfce597cbaaf9c8
coupon-round1:204,204,18-39,True,,,622,20,11,0.55,"I'm moderately cooperative and digital access helps me track group signals, so I'll start with a balanced contribution.",True,live_api,1,253,36,1155.572,6e6998b001cb63225a52e7500cab35205bc970c43b570d986e9659608da2a3a0
coupon-round1:205,205,18-39,True,,,622,20,11,0.55,"I'm moderately cooperative with digital access, aiming for a decent public pool while keeping some tokens for myself.",True,live_api,1,253,35,1056.33,a7f6f40e7c3ac0244ef7764d8ed2f119912c694d2f6b2f626c3f5c3abf6b4c4c
coupon-round1:206,206,18-39,True,,,622,20,11,0.55,"I'm moderately cooperative with digital access, aiming to balance personal gain and group benefit.",True,live_api,1,253,31,1052.927,bf990224b39ab2950231289d7bf836effde8661206a1165325467e33c0184e3f
coupon-round1:207,207,18-39,True,,,622,20,11,0.55,"I'm moderately cooperative and digital access helps me track group signals, so I'll contribute a bit above the base propensity.",True,live_api,1,253,38,1258.854,f432358e5f0186ca10e440a7a1b39a0bd104e5353c0520b1d5aaa4c68e7d626c
coupon-round1:208,208,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can afford to contribute moderately to build trust for later rounds.",True,live_api,1,253,35,1025.118,5f31519e61fdea93f6bd98d10745c5498e9a2222b28875412e9b7115881c7ad6
coupon-round1:209,209,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I'll contribute moderately to balance cooperation and personal gain.",True,live_api,1,253,33,920.666,e2a9a1fa41f362c42e64334f1416eb8c46e128ad01a4f23bef34767d5d2dd206
coupon-round1:210,210,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I'll contribute moderately to balance cooperation and personal gain.",True,live_api,1,253,33,924.968,e2a9a1fa41f362c42e64334f1416eb8c46e128ad01a4f23bef34767d5d2dd206
coupon-round1:211,211,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I'll contribute moderately to balance cooperation and personal gain.",True,live_api,1,253,33,741.917,e2a9a1fa41f362c42e64334f1416eb8c46e128ad01a4f23bef34767d5d2dd206
coupon-round1:212,212,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can contribute moderately to build cooperation for future rounds.",True,live_api,1,253,33,1076.589,8162b0a993b898a2c1031dd1d4b1f873db63447487d64f61e6f6ede31782e073
coupon-round1:213,213,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I'll contribute moderately to build cooperation without overcommitting.",True,live_api,1,253,34,1204.202,d8360813618953df3f762bdf1c51bd154cd62a73fe9d1cdc27796a24d58d3f4d
coupon-round1:214,214,18-39,True,,,622,20,11,0.55,I'm moderately cooperative and digital access helps me track group benefits.,True,live_api,1,253,27,1123.221,37483024e7e71104a24feb86c504d2042eac80cb0c55bade5217d0b22f5e11d4
coupon-round1:216,216,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can contribute moderately to build cooperation for future rounds.",True,live_api,1,253,33,922.581,8162b0a993b898a2c1031dd1d4b1f873db63447487d64f61e6f6ede31782e073
coupon-round1:217,217,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I'll contribute moderately to balance cooperation and personal gain.",True,live_api,1,253,33,902.352,e2a9a1fa41f362c42e64334f1416eb8c46e128ad01a4f23bef34767d5d2dd206
coupon-round1:218,218,18-39,True,,,622,20,11,0.55,"I'm moderately cooperative and digital access helps me track benefits, so I contribute half my endowment.",True,live_api,1,253,33,1055.685,8baed277af611964289f64bb85671ce11290b0408116079e232b27cdc0aed2ab
coupon-round1:220,220,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can afford to contribute moderately to build cooperation.",True,live_api,1,253,32,1037.872,6639a717bfd9c37994c9f23859941835d55a7d3da5268f704d314f64a4ccea7e
coupon-round1:221,221,18-39,True,,,622,20,11,0.55,I'm moderately cooperative and digital access helps me track group signals for later rounds.,True,live_api,1,253,30,958.845,66fb2bd6357e25b34296efe1682ba5dfb1f410331a38a5c32a69c1d0334b3017
coupon-round1:222,222,18-39,True,,,622,20,11,0.55,"I'm moderately cooperative with digital access, aiming to balance personal gain and group benefit.",True,live_api,1,253,31,845.854,bf990224b39ab2950231289d7bf836effde8661206a1165325467e33c0184e3f
coupon-round1:223,223,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I'll contribute moderately to build cooperation without overcommitting.",True,live_api,1,253,34,1157.064,d8360813618953df3f762bdf1c51bd154cd62a73fe9d1cdc27796a24d58d3f4d
coupon-round1:224,224,18-39,True,,,622,20,11,0.55,I'm moderately cooperative and digital access allows me to track group signals later.,True,live_api,1,253,29,956.122,bcbb6646352b2305b0832c3fb2564742c51e65292ab9c4f2497b12cee6333fb1
coupon-round1:225,225,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I'll contribute moderately to balance cooperation and personal gain.",True,live_api,1,253,33,784.129,e2a9a1fa41f362c42e64334f1416eb8c46e128ad01a4f23bef34767d5d2dd206
coupon-round1:226,226,18-39,True,,,622,20,11,0.55,"I'm moderately cooperative and digital access allows me to track group signals, so I'll contribute slightly above the base propensity.",True,live_api,1,253,38,1021.415,cca522bb90d9cb310796c6a98a87f516be80fe6d1b437c28712d85854e0192dc
coupon-round1:228,228,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can afford to contribute moderately to build trust for later rounds.",True,live_api,1,253,35,1033.849,5f31519e61fdea93f6bd98d10745c5498e9a2222b28875412e9b7115881c7ad6
coupon-round1:229,229,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can contribute moderately to build trust for later rounds.",True,live_api,1,253,33,1000.971,3e0a30d4245b0f7ff0d8c4b0b5b78cdac41ef3bb8960600772e3409e1e3749d3
coupon-round1:230,230,18-39,True,,,622,20,11,0.55,I'm moderately cooperative and digital access helps me track group signals for later rounds.,True,live_api,1,253,30,928.293,66fb2bd6357e25b34296efe1682ba5dfb1f410331a38a5c32a69c1d0334b3017
coupon-round1:231,231,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can contribute moderately to build trust for later rounds.",True,live_api,1,253,33,872.949,3e0a30d4245b0f7ff0d8c4b0b5b78cdac41ef3bb8960600772e3409e1e3749d3
coupon-round1:232,232,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I'll contribute moderately to balance cooperation and personal gain.",True,live_api,1,253,33,1122.219,e2a9a1fa41f362c42e64334f1416eb8c46e128ad01a4f23bef34767d5d2dd206
coupon-round1:233,233,18-39,True,,,622,20,11,0.55,"I have digital access and moderate cooperation propensity, so I contribute half my endowment to balance personal gain and group benefit.",True,live_api,1,253,37,1070.818,79160a6316b82636fa6bf42125fd96bad1fa9ae013c892880422286c75a3d660
coupon-round1:234,234,18-39,True,,,622,20,12,0.6,"I'm young and digitally connected, so I can afford to contribute moderately to build cooperation.",True,live_api,1,253,32,1113.826,9bf4f8a9946bec796c7b91109e967d357f941a7f49d1d14327da59a9e8033612
coupon-round1:235,235,18-39,True,,,622,20,11,0.55,"I'm moderately cooperative and digital access helps me track benefits, so I'll contribute a bit above the base propensity.",True,live_api,1,253,37,1079.202,fab559cbb139d4af33a0d534a24bc877bce6e793a329435e6102d968c115c7de
coupon-round1:237,237,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can afford to contribute moderately to build trust for later rounds.",True,live_api,1,253,35,951.402,5f31519e61fdea93f6bd98d10745c5498e9a2222b28875412e9b7115881c7ad6
coupon-round1:239,239,18-39,True,,,622,20,11,0.55,I'm moderately cooperative and digital access helps me track group signals for later rounds.,True,live_api,1,253,30,1048.239,66fb2bd6357e25b34296efe1682ba5dfb1f410331a38a5c32a69c1d0334b3017
coupon-round1:240,240,18-39,True,,,622,20,11,0.55,"I'm moderately cooperative with digital access, aiming to balance personal gain and group benefit.",True,live_api,1,253,31,909.584,bf990224b39ab2950231289d7bf836effde8661206a1165325467e33c0184e3f
coupon-round1:241,241,18-39,True,,,622,20,11,0.55,I'm moderately cooperative and digital access allows me to track group signals later.,True,live_api,1,253,29,1178.5,bcbb6646352b2305b0832c3fb2564742c51e65292ab9c4f2497b12cee6333fb1
coupon-round1:243,243,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I'll contribute moderately to balance cooperation and personal gain.",True,live_api,1,253,33,915.525,e2a9a1fa41f362c42e64334f1416eb8c46e128ad01a4f23bef34767d5d2dd206
coupon-round1:244,244,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can afford to contribute moderately to build cooperation.",True,live_api,1,253,32,1208.467,6639a717bfd9c37994c9f23859941835d55a7d3da5268f704d314f64a4ccea7e
coupon-round1:248,248,18-39,True,,,622,20,12,0.6,"I'm young and digitally connected, so I can afford to contribute moderately to build trust for later rounds.",True,live_api,1,253,35,996.955,67f564ac37c23481da3c4f71b5aa636cc5d91b8f145f1aef652569b1b1564d27
coupon-round1:249,249,18-39,True,,,622,20,11,0.55,"I'm moderately cooperative with digital access, aiming for a decent public pool while keeping some tokens for personal benefit.",True,live_api,1,253,36,1070.916,30f1e42731101a26b1c955fac639ec52336662f1266dd6a89f4174e904f51457
coupon-round1:250,250,18-39,True,,,622,20,11,0.55,"I have digital access and moderate cooperation propensity, so I contribute half my endowment to balance personal gain and group benefit.",True,live_api,1,253,37,963.823,79160a6316b82636fa6bf42125fd96bad1fa9ae013c892880422286c75a3d660
coupon-round1:251,251,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I'll contribute moderately to build cooperation without overcommitting.",True,live_api,1,253,34,949.618,d8360813618953df3f762bdf1c51bd154cd62a73fe9d1cdc27796a24d58d3f4d
coupon-round1:252,252,18-39,True,,,622,20,11,0.55,"I'm moderately cooperative and digital access helps me track benefits, so I'll contribute half my endowment.",True,live_api,1,253,34,1145.975,34949ee9c5ef7ca31687fde4713c4335d2d044a4b5814eac8ba02a868b58c8d7
coupon-round1:253,253,18-39,True,,,622,20,11,0.55,I'm moderately cooperative and digital access helps me track group signals for later rounds.,True,live_api,1,253,30,1018.399,66fb2bd6357e25b34296efe1682ba5dfb1f410331a38a5c32a69c1d0334b3017
coupon-round1:255,255,18-39,True,,,622,20,11,0.55,"I'm moderately cooperative with digital access, aiming for decent group benefit without overcommitting.",True,live_api,1,253,32,1178.819,85b68718b81a55d3d4a1cc0b18ace0bb47b40b94005db0048afc1d88b4242c52
coupon-round1:256,256,18-39,True,,,622,20,11,0.55,"I'm moderately cooperative and digital access helps me track group signals, so I'll contribute half my endowment.",True,live_api,1,253,35,1127.545,afa4ed38b0c78f7634c449c124a1cb3cdfbaa439be6e3e9fa9d603fe761443f7
coupon-round1:257,257,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can afford to contribute moderately to build trust for future rounds.",True,live_api,1,253,35,1055.384,d7be246787b0ec5b5106f277a2c16200bc2efb1c125328a038bb08fc3bcf7f7b
coupon-round1:258,258,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I contribute moderately to balance cooperation and personal gain.",True,live_api,1,253,32,935.189,304725205ea8fda8bf4e6962ed05a3caa6619aadbb457a8550ef39ceebc15eb1
coupon-round1:259,259,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can afford to contribute moderately to build cooperation.",True,live_api,1,253,32,937.511,6639a717bfd9c37994c9f23859941835d55a7d3da5268f704d314f64a4ccea7e
coupon-round1:261,261,18-39,True,,,622,20,11,0.55,"I'm moderately cooperative and digital access helps me track benefits, but I keep some tokens for myself.",True,live_api,1,253,34,1125.511,36280ba9c15d722b0b5fb31c400c84a5865eb728e836c3185146983bd76d2e84
coupon-round1:262,262,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I'll contribute moderately to balance cooperation and personal gain.",True,live_api,1,253,33,841.955,e2a9a1fa41f362c42e64334f1416eb8c46e128ad01a4f23bef34767d5d2dd206
coupon-round1:263,263,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can afford to contribute moderately to build cooperation.",True,live_api,1,253,32,1111.405,6639a717bfd9c37994c9f23859941835d55a7d3da5268f704d314f64a4ccea7e
coupon-round1:264,264,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can contribute moderately to boost cooperation and coupon priority without overcommitting.",True,live_api,1,253,37,1119.34,02b56178c2f194bfd0bee14975a02b559d772bd9573e5a3de42028d8bdebb46e
coupon-round1:265,265,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can afford to contribute moderately to build trust for later rounds.",True,live_api,1,253,35,1059.353,5f31519e61fdea93f6bd98d10745c5498e9a2222b28875412e9b7115881c7ad6
coupon-round1:266,266,18-39,True,,,622,20,11,0.55,"I have high digital access and moderate cooperation propensity, so I contribute slightly above half to balance personal gain and group benefit.",True,live_api,1,253,38,970.23,30cfc1b8c3534954564d3da78a0308f2a5baa10789d00a662a90b4460b8f5e4d
coupon-round1:267,267,18-39,True,,,622,20,11,0.55,"I'm moderately cooperative with digital access, aiming to balance personal gain and group benefit.",True,live_api,1,253,31,1125.437,bf990224b39ab2950231289d7bf836effde8661206a1165325467e33c0184e3f
coupon-round1:268,268,18-39,True,,,622,20,12,0.6,"I'm young and digitally connected, so I can contribute moderately to boost cooperation and coupon priority.",True,live_api,1,253,33,975.822,3584c5a6192f7072c044995ca6cd844da498c27aed4dce50ccfc25022cc7b260
coupon-round1:270,270,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can afford to contribute moderately to support the public good.",True,live_api,1,253,34,875.816,5fed538ae1ef41239b7039ee3f1cd09e28c7e353aa4671db61305b9b95d86526
coupon-round1:271,271,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I'll contribute moderately to balance cooperation and personal gain.",True,live_api,1,253,33,772.469,e2a9a1fa41f362c42e64334f1416eb8c46e128ad01a4f23bef34767d5d2dd206
coupon-round1:274,274,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can afford to contribute moderately to build cooperation.",True,live_api,1,253,32,914.65,6639a717bfd9c37994c9f23859941835d55a7d3da5268f704d314f64a4ccea7e
coupon-round1:275,275,18-39,True,,,622,20,11,0.55,"I'm moderately cooperative with digital access, aiming to balance personal gain and group benefit.",True,live_api,1,253,31,1184.356,bf990224b39ab2950231289d7bf836effde8661206a1165325467e33c0184e3f
coupon-round1:276,276,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can afford to contribute moderately to build trust for later rounds.",True,live_api,1,253,35,1071.49,5f31519e61fdea93f6bd98d10745c5498e9a2222b28875412e9b7115881c7ad6
coupon-round1:277,277,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can afford to contribute moderately to build cooperation.",True,live_api,1,253,32,948.132,6639a717bfd9c37994c9f23859941835d55a7d3da5268f704d314f64a4ccea7e
coupon-round1:278,278,18-39,True,,,622,20,11,0.55,"I'm a young digitally-connected resident with moderate cooperation propensity, so I'll contribute a bit above half to balance personal gain and group benefit.",True,live_api,1,253,42,1158.586,8aa7e553ce12708fe6ec5a40a731af8a13efa4bcbf9293a23f9455272b92478d
