source_id,source_url,canonical_url,page_title,publisher,publisher_type,source_tier,published_at,updated_at,accessed_at,language,content_type,archive_url,http_status_at_collection,license_or_terms_note,is_official,is_primary_source,page_hash,snapshot_path,notes
src_837edda34c18,https://www.shanghai.gov.cn/gwk/search/content/9d0563dd62744ec2b0f724988e566e95,https://www.shanghai.gov.cn/gwk/search/content/9d0563dd62744ec2b0f724988e566e95,关于印发《2024年上海建设国际消费中心城市工作要点》的通知,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,cbc4255fcf3b5fc675d256ace83bdd754300ce0515e656984348c8b0ca958761,,opened via official Shanghai smart-search endpoint
src_9751f90b886a,https://www.shanghai.gov.cn/qtsj/20250930/ce3f8d4e65a542bd822e1591933ba713.html,https://www.shanghai.gov.cn/qtsj/20250930/ce3f8d4e65a542bd822e1591933ba713.html,关于印发《2024年上海建设国际消费中心城市工作要点》的通知,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,36891d7a2572689b790e51cb0bbee8613225f827ba73173c82e56aa6577220f1,,opened via official Shanghai smart-search endpoint
src_51fc4044b7b8,https://www.shanghai.gov.cn/nw4411/20260424/70e897ca3f194b37920287de3e3583b0.html,https://www.shanghai.gov.cn/nw4411/20260424/70e897ca3f194b37920287de3e3583b0.html,徐家汇书院去年到馆300多万人次 七成是游客 图书馆从“借书处”变文化空间,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,26df0f8ec1373fa00022b0b5de1d4d0a420fc319da500f342b46ad7f3dd4cd35,,opened via official Shanghai smart-search endpoint
src_264cfdd46603,https://www.shanghai.gov.cn/nw17239/20250925/72e2d1166ba84fe083919e2d6455f088.html,https://www.shanghai.gov.cn/nw17239/20250925/72e2d1166ba84fe083919e2d6455f088.html,旅游节徐汇“放大招”！三维畅玩+三爆场景，打卡攻略全解锁,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,bb225f20a7fe9427d17c7a87fd77e490d7445eb3bdf7fc3858f212178594b5b3,,opened via official Shanghai smart-search endpoint
src_46f4b1f1d291,https://www.shanghai.gov.cn/qtsj/20250610/4e13aa7106cb4b69903ab97d58f124de.html,https://www.shanghai.gov.cn/qtsj/20250610/4e13aa7106cb4b69903ab97d58f124de.html,上海市经济和信息化委员会关于印发《上海市关于促进智算云产业创新发展的实施意见（2025-2027年）》的通知,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,721441d3131dc72d4b4af33e6ff015af1e11b736bad4b4147ea7f113f0d7b2a4,,opened via official Shanghai smart-search endpoint
src_45e3a17bbd69,https://www.shanghai.gov.cn/nw17239/20250530/b0959c601eef4f8cbd8ea86e24d4b7bf.html,https://www.shanghai.gov.cn/nw17239/20250530/b0959c601eef4f8cbd8ea86e24d4b7bf.html,端午遛娃、撒欢、买买买，徐汇这些活动超“上头”！,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,5c7f2729ba8c36b7605445c5e3ca5064c096fb1ac308b92a5c86925ebc497a29,,opened via official Shanghai smart-search endpoint
src_f7aaaca58f89,https://www.shanghai.gov.cn/nw17239/20260130/ceea2c0499f646b28ef45a87047017c2.html,https://www.shanghai.gov.cn/nw17239/20260130/ceea2c0499f646b28ef45a87047017c2.html,抢先预告！2026徐汇跨年迎新消费券“马”上开抢,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,b6c9d862c8cfad513861f07c02c5e384ae604cb52976690607897963bd4a91cb,,opened via official Shanghai smart-search endpoint
src_dee3c62c7caf,https://www.shanghai.gov.cn/nw31406/20250618/2d7b3550aca14252980e97bf1338ca05.html,https://www.shanghai.gov.cn/nw31406/20250618/2d7b3550aca14252980e97bf1338ca05.html,​2025上海数字生活节重点活动一览,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,300bb63e465c00e7792b11e38254b57b34cb04f032f02a471bdc4290116d2bfa,,opened via official Shanghai smart-search endpoint
src_fa27e7a1310a,https://www.shanghai.gov.cn/gwk/search/content/b4cc54c1e15b49f7bb18daff671b28d7,https://www.shanghai.gov.cn/gwk/search/content/b4cc54c1e15b49f7bb18daff671b28d7,上海市经济和信息化委员会关于印发《上海市关于促进智算云产业创新发展的实施意见 （2025-2027年）》的通知,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,87d841a30cc098bfc71202fc7814303e1a81ef82f1491c6b728b790010fcbf8c,,opened via official Shanghai smart-search endpoint
src_50bf3fbaee56,https://www.shanghai.gov.cn/jcsfbylfw/20230421/7781ede3ab7444b884aea0a4937ea5e3.html,https://www.shanghai.gov.cn/jcsfbylfw/20230421/7781ede3ab7444b884aea0a4937ea5e3.html,长宁区人民政府印发《长宁区关于鼓励和扶持社会力量参与居家和社区养老服务的实施办法》的通知,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,899bade531e559a963ee253af38ed69c5e3eba559c8054a29f0ef2a4b509cb21,,opened via official Shanghai smart-search endpoint
src_72c91540005d,https://www.shanghai.gov.cn/qtsj/20250610/9a34c940ba82454fb8360caf3db709fd.html,https://www.shanghai.gov.cn/qtsj/20250610/9a34c940ba82454fb8360caf3db709fd.html,关于印发《关于虹桥商务区建设进口贸易促进创新示范区的实施方案》的通知,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,da16739f5fc649526e96d7430bda41f6f81b763341b7a00789b757d978d3215d,,opened via official Shanghai smart-search endpoint
src_1181bd45ce58,https://www.shanghai.gov.cn/tszczq-cxcyqj5/20250606/29a2d8ab41bd4747868db00ae2341c1c.html,https://www.shanghai.gov.cn/tszczq-cxcyqj5/20250606/29a2d8ab41bd4747868db00ae2341c1c.html,长宁区支持中小企业创新发展的实施办法,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,9dedf2f8204e05f7e4ac2c1ee2f902bcc8473b847c72d4a698e5acf679364ca7,,opened via official Shanghai smart-search endpoint
src_18b09de70a95,https://www.shanghai.gov.cn/hsysjc-xyfwqj5/20250606/df94fbb98ec94e8cae67e80b2802864e.html,https://www.shanghai.gov.cn/hsysjc-xyfwqj5/20250606/df94fbb98ec94e8cae67e80b2802864e.html,关于印发《2021年长宁区社会信用体系建设工作要点》的通知,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,bc7a8ac3a0b1d6fe730fee78d72b43fbe779fe93fd6fb4d6a496e2555adacb2e,,opened via official Shanghai smart-search endpoint
src_a492e4fff49c,https://www.shanghai.gov.cn/gwk/search/content/5f5998aff1fc48f5a42ff3c1daee2c76,https://www.shanghai.gov.cn/gwk/search/content/5f5998aff1fc48f5a42ff3c1daee2c76,上海市长宁区人民政府办公室关于转发区市场监管局制订的《长宁区关于试点在线新经济平台灵活就业人员申办个体工商户的实施方案》的通知,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,36ada1f40ad85ca315dc6e6e6be8c0bc65edcb06f858bddb6919f32eaa8fd2da,,opened via official Shanghai smart-search endpoint
src_7b9d2876087e,http://service.shanghai.gov.cn/XingZhengWenDangKuJyh/XZGFDetails.aspx?docid=REPORT_NDOC_008970,http://service.shanghai.gov.cn/XingZhengWenDangKuJyh/XZGFDetails.aspx?docid=REPORT_NDOC_008970,上海市行政规范性文件数据库 长宁区关于做好当前和今后一个时期稳就业工作的实施意见,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,a53f1e1ae8863728c6969f56782d0039e68b258e2296eb10c6a91bbd6904967e,,opened via official Shanghai smart-search endpoint
src_d0c5c32d10dd,https://www.shanghai.gov.cn/gwk/search/content/6ec06b6d3d234ddbaf779f1660e5f742,https://www.shanghai.gov.cn/gwk/search/content/6ec06b6d3d234ddbaf779f1660e5f742,上海市长宁区人民政府关于印发《长宁区关于做好当前和今后一个时期稳就业工作的实施意见》的通知,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,63951ef5107bb8bcb219114a007136e5b3c727547578462bb26695ec75ab96f0,,opened via official Shanghai smart-search endpoint
src_43805ddc93e8,https://www.shanghai.gov.cn/tsqygs-rcjyqj5/20250606/0f9a1f00781e4e73a3d8628f2fd22d9d.html,https://www.shanghai.gov.cn/tsqygs-rcjyqj5/20250606/0f9a1f00781e4e73a3d8628f2fd22d9d.html,长宁区人民政府关于印发《长宁区关于做好当前和今后一个时期稳就业工作的实施意见》的通知,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,b1c515bbc33278656994543c2982afea8e0eb265d175b536d42f612e694e1213,,opened via official Shanghai smart-search endpoint
src_fbbf92a22ad2,https://www.shanghai.gov.cn/gwk/search/content/f2b125bba6874134a7c759fc804a8dbf,https://www.shanghai.gov.cn/gwk/search/content/f2b125bba6874134a7c759fc804a8dbf,上海市长宁区人民政府办公室关于转发《长宁区全面推进“上海硅巷” 科创街区建设三年行动方案》的通知,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,43e13e2d0cd8d3f0638745a22fd905df10770d0bd304a7a1f7b9bc7f3063ef28,,opened via official Shanghai smart-search endpoint
src_69dacf06e2b4,https://www.shanghai.gov.cn/nw12344/20231212/6222fd1fe13340898abaadc0e8273025.html,https://www.shanghai.gov.cn/nw12344/20231212/6222fd1fe13340898abaadc0e8273025.html,长宁区人民政府办公室关于转发《长宁区全面推进“上海硅巷”科创街区建设三年行动方案》的通知,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,48e86d2b473dccf941d617950898d0f6589df129e5d13fa5401d61d1e634badb,,opened via official Shanghai smart-search endpoint
src_71e6d55436fb,https://www.shanghai.gov.cn/202305bgtwj/20230321/64c132b9cf27401e94c417c195d000da.html,https://www.shanghai.gov.cn/202305bgtwj/20230321/64c132b9cf27401e94c417c195d000da.html,上海市人民政府办公厅关于印发《上海市“无废城市”建设工作方案》的通知,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,b72f226698a233595700be388b4a34b2075dca96eed4e1bcaa97c83756e50093,,opened via official Shanghai smart-search endpoint
src_ee38f5447d2d,https://www.shanghai.gov.cn/gwk/search/content/ae3df673c4bb475391ab13c08c0b7b15,https://www.shanghai.gov.cn/gwk/search/content/ae3df673c4bb475391ab13c08c0b7b15,​上海市人民政府办公厅关于印发《上海市“无废城市”建设工作方案》的通知,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,98f4e2469a29b32b2eb9e43af5afe2e17111e53df7eb3337c2a2409115e193c2,,opened via official Shanghai smart-search endpoint
src_611a2c8c8e38,https://www.shanghai.gov.cn/gwk/search/content/e87e3e4da85c42d29621e44716cef5d8,https://www.shanghai.gov.cn/gwk/search/content/e87e3e4da85c42d29621e44716cef5d8,上海市长宁区人民政府办公室关于印发 《2024年长宁区优化政务服务提升行政效能深化“一网通办”改革工作要点》的通知,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,67776719c24367794495db472ff3ae096daeab49eb982c0a606218dac1d0a14a,,opened via official Shanghai smart-search endpoint
src_6f94720217b5,https://www.shanghai.gov.cn/zxsjsj/20250606/f26037c0959a4c70b9e2541aebd9ad1b.html,https://www.shanghai.gov.cn/zxsjsj/20250606/f26037c0959a4c70b9e2541aebd9ad1b.html,​上海市人民政府办公厅关于印发《上海市“无废城市”建设工作方案》的通知,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,45305e2b44e5e166b244a48ee4b77237e6d99b953de400725379caf069914748,,opened via official Shanghai smart-search endpoint
src_16c2c745e560,https://www.shanghai.gov.cn/hsysjc-xyfwqj5/20251202/7c6c0e0f93754ad999174b68cc2ec4ac.html,https://www.shanghai.gov.cn/hsysjc-xyfwqj5/20251202/7c6c0e0f93754ad999174b68cc2ec4ac.html,关于印发《2024年长宁区社会信用体系建设工作要点》的通知,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,1a47aa234dfa9b1ed8f9392a2c05577f411ad1d167ec94428245b668d1319fa2,,opened via official Shanghai smart-search endpoint
src_fed8beb6880e,https://www.shanghai.gov.cn/nw12344/20240315/56d0dec3fb83404884a101061ade743b.html,https://www.shanghai.gov.cn/nw12344/20240315/56d0dec3fb83404884a101061ade743b.html,长宁区人民政府办公室关于印发《长宁区坚持对标改革 持续打造国际一流营商环境行动方案》的通知,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,6cb870c04eb7e59b61cd846fc7eaf46e96aa70bb186a49d1e122d2a9b3882253,,opened via official Shanghai smart-search endpoint
src_0757c4067489,https://www.shanghai.gov.cn/nw4411/20250406/725bc4f6f72e475d97a120fb299c2ba0.html,https://www.shanghai.gov.cn/nw4411/20250406/725bc4f6f72e475d97a120fb299c2ba0.html,汇聚中外艺术家与演奏家 手风琴文化“处处可遇见”,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,40aa6bf5127f76e3d6353001f0306e9ecb4beac33a6382aa184242e4f33528d9,,opened via official Shanghai smart-search endpoint
src_fd62c6069238,https://www.shanghai.gov.cn/hsysjc-zwfwqj5/20251201/50cf409d346f40f9af75ddf4a7229987.html,https://www.shanghai.gov.cn/hsysjc-zwfwqj5/20251201/50cf409d346f40f9af75ddf4a7229987.html,上海市长宁区人民政府办公室关于印发 《2024年长宁区优化政务服务提升行政效能深化“一网通办”改革工作要点》的通知,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,bfec32196bab81a3e1183e3e958261a6d544ddb44a74173a1d828ce3fe994302,,opened via official Shanghai smart-search endpoint
src_4a734cfb1029,https://www.shanghai.gov.cn/nw15343/20251121/c689a163e5dc43ccaa2f36a9903bf51b.html,https://www.shanghai.gov.cn/nw15343/20251121/c689a163e5dc43ccaa2f36a9903bf51b.html,奋进中的长宁 4个关键词，看长宁如何招才纳贤,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,c4b25eb4fd80fc0091fd5f12d15a1b348d8e912aa8210bba9c79912d5ad847d0,,opened via official Shanghai smart-search endpoint
src_50a88ddc8d7f,https://www.shanghai.gov.cn/nw31406/20250109/00c72112614f4ceb9166251ab86acd38.html,https://www.shanghai.gov.cn/nw31406/20250109/00c72112614f4ceb9166251ab86acd38.html,​2025上海网上年货节首批重点活动新鲜出炉！,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,340d64d1736bcabc67162e4d7f38e06589cfa0a4d25c04e5c2a7f0e7fce08d7a,,opened via official Shanghai smart-search endpoint
src_0b697eb1e43f,https://www.shanghai.gov.cn/nw15343/20250424/4f7021fbe9154f7f903fd3cb7f32c18f.html,https://www.shanghai.gov.cn/nw15343/20250424/4f7021fbe9154f7f903fd3cb7f32c18f.html,书香与咖香共舞！在长宁，解锁春日市集新玩法！,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,33701a08f573d078ad15ae03d5320ee665f7e3553ede37ae929759d4e898a2cc,,opened via official Shanghai smart-search endpoint
src_a5add0c4f23d,https://www.shanghai.gov.cn/wzjd/20241105/7955bf94bca6417caabfefd28b896f04.html,https://www.shanghai.gov.cn/wzjd/20241105/7955bf94bca6417caabfefd28b896f04.html,2024年静安区幼儿园招生工作政策解读,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,2aa26e1128052c205015dae154fe47b8e8d653782c5b5770ff216c8271549d3b,,opened via official Shanghai smart-search endpoint
src_3f2508fef476,https://www.shanghai.gov.cn/nw43768/20200824/0001-43768_56276.html,https://www.shanghai.gov.cn/nw43768/20200824/0001-43768_56276.html,上海市人民政府关于全面推进静安区国家服务业综合改革试点工作的若干意见,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,712439aa4d768419f7e98a03b544a3b361fb9956b4d24c0d8a816ff7d4b7ec3b,,opened via official Shanghai smart-search endpoint
src_dec6f264263e,https://www.shanghai.gov.cn/nw42945/20200823/0001-42945_56038.html,https://www.shanghai.gov.cn/nw42945/20200823/0001-42945_56038.html,上海市人民政府关于全面推进静安区国家服务业综合改革试点工作的若干意见,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,ce7886bd8012945ba8f481bc75df67e331f728ca382a9849bdeb6495f7a9078c,,opened via official Shanghai smart-search endpoint
src_30d3dd6a13fa,https://www.shanghai.gov.cn/gwk/search/content/8a75306f-9563-4f24-abc8-f09af5764ac9,https://www.shanghai.gov.cn/gwk/search/content/8a75306f-9563-4f24-abc8-f09af5764ac9,上海市静安区人民政府关于批转区体育局《静安区体育健身设施补短板五年行动计划（2021-2025年）》的通知,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,ea51fc664ed3dfd20192d8e028715c0c5964d281cc7f7e8f36ab255db028b164,,opened via official Shanghai smart-search endpoint
src_4cfb2be93990,https://www.shanghai.gov.cn/wzjd/20241021/1029a56743784e74879d43f5c841bd61.html,https://www.shanghai.gov.cn/wzjd/20241021/1029a56743784e74879d43f5c841bd61.html,《静安区推进保障性租赁住房管理和服务的实施意见》解读,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,4476489886bc15d42cf172018c0b672ed98f7d95ee4ba3ad770ac4a312f76f47,,opened via official Shanghai smart-search endpoint
src_2a0f09dc0bc1,https://www.shanghai.gov.cn/nw12344/20241021/60389d9ac4714e5cafbf24f09a9b2fc4.html,https://www.shanghai.gov.cn/nw12344/20241021/60389d9ac4714e5cafbf24f09a9b2fc4.html,静安区人民政府办公室关于转发区房管局《静安区关于推进保障性租赁住房管理和服务的实施意见》的通知,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,794c9918ef4ddf51a81320d47a3d4af1f95d8c7e83af6e59793638e50fdf2d8f,,opened via official Shanghai smart-search endpoint
src_630d7eeebe45,https://www.shanghai.gov.cn/hfbf2022/20220712/d3f5206dec5f4010a6065b4aa2c1ccce.html,https://www.shanghai.gov.cn/hfbf2022/20220712/d3f5206dec5f4010a6065b4aa2c1ccce.html,上海市人民政府办公厅关于印发《上海市数字经济发展“十四五”规划》的通知,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,b701d0ae25ab978e3a6b138d614231987e5d31015e8dd91c1e6cb6bea1c6c752,,opened via official Shanghai smart-search endpoint
src_bfe1ab642dc9,https://www.shanghai.gov.cn/202213bgtwj/20220715/1be66c6bc12243459bd7b1182bc4f9ab.html,https://www.shanghai.gov.cn/202213bgtwj/20220715/1be66c6bc12243459bd7b1182bc4f9ab.html,上海市人民政府办公厅关于印发《上海市数字经济发展“十四五”规划》的通知,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,f3256221710a044d7756b9eb77fc7f596ad2ded53f3484a19430dd2cdfc7ff81,,opened via official Shanghai smart-search endpoint
src_2ca4588a3ef7,https://www.shanghai.gov.cn/tszczq-qtqj3/20250610/26b170661eff4121b1ecbae9258fa174.html,https://www.shanghai.gov.cn/tszczq-qtqj3/20250610/26b170661eff4121b1ecbae9258fa174.html,关于印发《静安区关于落实〈2023年上海市社会信用体系建设工作要点〉的任务分工》的通知,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,e8947a3a1626977ce724749473f0f556838afaf3b816de17573536a3921e72c6,,opened via official Shanghai smart-search endpoint
src_22170b8a60c8,https://www.shanghai.gov.cn/gwk/search/content/aca6092d-95f9-4690-a740-304002f68183,https://www.shanghai.gov.cn/gwk/search/content/aca6092d-95f9-4690-a740-304002f68183,上海市静安区人民政府办公室关于转发区政务服务中心《2024年静安区优化政务服务提升行政效能深化“一网通办”改革工作任务分工》的通知,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,7911fb386ad29dacfcb810b7b29725b5c572751080a494ad0ee3515678e21738,,opened via official Shanghai smart-search endpoint
src_cb1989d2698e,https://www.shanghai.gov.cn/jcsfbrkcqjhfzzh/20251204/35dc92372dc64b21afb50659b117676f.html,https://www.shanghai.gov.cn/jcsfbrkcqjhfzzh/20251204/35dc92372dc64b21afb50659b117676f.html,上海市静安区人民政府办公室关于转发区政务服务中心《2024年静安区优化政务服务提升行政效能深化“一网通办”改革工作任务分工》的通知,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,5d4722f810005546180086b7d7b1d816db1eb37ad58bb4f9cf74d9549781b348,,opened via official Shanghai smart-search endpoint
src_4d0fb7289cd8,https://www.shanghai.gov.cn/nw15343/20250827/c409385a48564be5ab08edad10b7775d.html,https://www.shanghai.gov.cn/nw15343/20250827/c409385a48564be5ab08edad10b7775d.html,最会玩的这届“书展人”，在静安掀起“书香消费”热潮,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,49157442b6a9caf18c915930110547bed4c85199e9e37936a68a39f34e344568,,opened via official Shanghai smart-search endpoint
src_2157ba75614b,https://www.shanghai.gov.cn/nw12344/20240321/efb8e1e8fc724473aa2480b73ef7059e.html,https://www.shanghai.gov.cn/nw12344/20240321/efb8e1e8fc724473aa2480b73ef7059e.html,关于印发《静安区全面落实市营商环境7.0版方案要求 创建营商环境特色品牌的工作方案》的通知,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,865e85da0edab9ffff0ad38c83b1b65d99f2c4f8652c0c9d8626272ad6097e89,,opened via official Shanghai smart-search endpoint
src_f22afa60eddb,https://www.shanghai.gov.cn/nw9820/20240929/d0e9a544ca174729a058c2b1361f5c5b.html,https://www.shanghai.gov.cn/nw9820/20240929/d0e9a544ca174729a058c2b1361f5c5b.html,市政府新闻发布会问答实录（2024年9月29日）,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,0210c336af2a5481f58cfce92f5de80e2d7efebc1a43366f37b2d1297488c318,,opened via official Shanghai smart-search endpoint
src_69fd8e4b8f32,https://www.shanghai.gov.cn/nw15343/20250509/33a4ae9ae42c45489762392165edae71.html,https://www.shanghai.gov.cn/nw15343/20250509/33a4ae9ae42c45489762392165edae71.html,静安共青团构筑青年安心安业安居安全的卓越之城 让天下英才与城区“双向奔赴”,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,377715861f39ab18270a6674af81ab410cf51e07a5f8119b7569ea321f41419d,,opened via official Shanghai smart-search endpoint
src_9ca3f71d3bdc,https://www.shanghai.gov.cn/nw31406/20251211/5b5d613936ef4d17946d86578318d1b5.html,https://www.shanghai.gov.cn/nw31406/20251211/5b5d613936ef4d17946d86578318d1b5.html,多方合力 共启“电竞梦剧场” 2025上海电竞大师赛拉开帷幕,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,c7bbb110571939c4a7bd791b33fe4fadca03405dada5f6cacfabeeb6c0dbca2d,,opened via official Shanghai smart-search endpoint
src_4808135ec14f,https://www.shanghai.gov.cn/nw15343/20250624/f59ca39c14284906a5c8b06c7d10c7b8.html,https://www.shanghai.gov.cn/nw15343/20250624/f59ca39c14284906a5c8b06c7d10c7b8.html,“零时差”首发、文旅商体展融合……上海静安发力时尚经济,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,1fb2f539badc4e225baa0d7b76695d469d7407f83bbae51520a7136647766dbc,,opened via official Shanghai smart-search endpoint
src_aa8749d8f785,https://www.shanghai.gov.cn/nw15343/20250928/a466a75857e149c4b5ee03593c155a67.html,https://www.shanghai.gov.cn/nw15343/20250928/a466a75857e149c4b5ee03593c155a67.html,上海国际茶文化旅游节开幕 多业态“茶叙”促消费,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,50b5012ff92681320b25a9305416aa532d6201d4ba783e443f79fe0facf395f1,,opened via official Shanghai smart-search endpoint
src_bc793f199dd9,https://www.shanghai.gov.cn/nw15343/20250527/58c166567dba434c8477dffbb66327e5.html,https://www.shanghai.gov.cn/nw15343/20250527/58c166567dba434c8477dffbb66327e5.html,构建入境游第一站“强磁场”，打造静安文旅国际化新范式,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,35730d4e78a01935afcf562bdde9424e079e9bc1e124e15cc55ff25c86a80cfc,,opened via official Shanghai smart-search endpoint
src_ae10c560f7a0,https://www.shanghai.gov.cn/nw22400/20201011/e372f5d71d6d4b0aba31f974e8093094.html,https://www.shanghai.gov.cn/nw22400/20201011/e372f5d71d6d4b0aba31f974e8093094.html,关于上海市2016年国民经济和社会发展计划执行情况与2017年国民经济和社会发展计划草案的报告,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,1e9a3d5e0ae358a2ab02ab64b288a729e0f09ab5263243036ccc0614a7b78ebb,,opened via official Shanghai smart-search endpoint
src_55783b371b97,https://www.shanghai.gov.cn/nw15343/20250314/329416951cd64baba23553f91ddaaa09.html,https://www.shanghai.gov.cn/nw15343/20250314/329416951cd64baba23553f91ddaaa09.html,一秒穿越！2025年上海静安花朝节在大宁功能区启幕！,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,eda4f04db80004e9880da84ddcf8075ffb0bd1afb993e7ac0f0b34f4d4a56ebf,,opened via official Shanghai smart-search endpoint
src_5624a7576b96,https://www.shanghai.gov.cn/nw12344/20200813/0001-12344_57101.html,https://www.shanghai.gov.cn/nw12344/20200813/0001-12344_57101.html,上海市物价局关于进一步加强首届中国国际进口博览会价格监管工作的通知,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,89c585f28e2a17fb413c20364f2faede1c1d23862e01b29b9f190c7cd633d5e8,,opened via official Shanghai smart-search endpoint
